"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Lapenna L.; Kadyan A.; Busin M.","Lapenna, Lucia (59983553400); Kadyan, Anju (13606990600); Busin, Massimo (57205977383)","59983553400; 13606990600; 57205977383","Intraocular lens exchange 1 week after descemet stripping automated endothelial keratoplasty","2010","Cornea","29","2","","207","209","2","6","10.1097/ICO.0b013e3181a1669e","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77649114834&doi=10.1097%2fICO.0b013e3181a1669e&partnerID=40&md5=d4e0f2fccbfb3cb7ec0dc21b6a5c429f","Article","Final","","Scopus","2-s2.0-77649114834"
"Busin M.; Leon P.; Nahum Y.; Scorcia V.","Busin, Massimo (57205977383); Leon, Pia (56900808700); Nahum, Yoav (23493152000); Scorcia, Vincenzo (24554546300)","57205977383; 56900808700; 23493152000; 24554546300","Reply","2017","Ophthalmology","124","12","","e90","","","0","10.1016/j.ophtha.2017.07.017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035778147&doi=10.1016%2fj.ophtha.2017.07.017&partnerID=40&md5=764748b1ca6645fee52e8413bda7c1dd","Letter","Final","","Scopus","2-s2.0-85035778147"
"Scorcia V.; Lucisano A.; Pietropaolo R.; Savoca Corona V.; Scorcia G.; Busin M.","Scorcia, Vincenzo (24554546300); Lucisano, Andrea (54923648200); Pietropaolo, Rocco (56797985800); Savoca Corona, Vincenzo (56798481400); Scorcia, Giovanni (6701643709); Busin, Massimo (57205977383)","24554546300; 54923648200; 56797985800; 56798481400; 6701643709; 57205977383","Red Reflex-Guided Big-Bubble Deep Anterior Lamellar Keratoplasty: A Simple Technique to Judge Dissection Depth","2015","Cornea","34","9","","1035","1038","3","20","10.1097/ICO.0000000000000497","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939796002&doi=10.1097%2fICO.0000000000000497&partnerID=40&md5=8dd0812d9ca8a1e51ef96486f6ac0cf2","Article","Final","","Scopus","2-s2.0-84939796002"
"Busin M.; Kerdraon Y.; Scorcia V.; Zambianchi L.; Matteoni S.","Busin, Massimo (57205977383); Kerdraon, Yves (6506561538); Scorcia, Vincenzo (24554546300); Zambianchi, Luca (8592886400); Matteoni, Stefania (24481610700)","57205977383; 6506561538; 24554546300; 8592886400; 24481610700","Combined wedge resection and beveled penetrating relaxing incisions for the treatment of pellucid marginal corneal degeneration","2008","Cornea","27","5","","595","600","5","14","10.1097/ICO.0b013e318166c40c","https://www.scopus.com/inward/record.uri?eid=2-s2.0-48249108371&doi=10.1097%2fICO.0b013e318166c40c&partnerID=40&md5=35ba0bfe08e8fe53a802bf76a85165d7","Article","Final","","Scopus","2-s2.0-48249108371"
"Cusumano A.; Busin M.; Spitznas M.","Cusumano, Andrea (7004086488); Busin, Massimo (57205977383); Spitznas, Manfred (7004671638)","7004086488; 57205977383; 7004671638","Bacterial Growth Is Significantly Enhanced on Foldable Intraocular Lenses","1994","Archives of Ophthalmology","112","8","","1015","1016","1","36","10.1001/archopht.1994.01090200017002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028038023&doi=10.1001%2farchopht.1994.01090200017002&partnerID=40&md5=0420544978eb9f29f7e7326036567478","Letter","Final","","Scopus","2-s2.0-0028038023"
"Busin M.; Scorcia V.; Patel A.K.; Salvalaio G.; Ponzin D.","Busin, Massimo (57205977383); Scorcia, Vincenzo (24554546300); Patel, Amit K. (57225970145); Salvalaio, Gianni (6503974063); Ponzin, Diego (6603422101)","57205977383; 24554546300; 57225970145; 6503974063; 6603422101","Pneumatic dissection and storage of donor endothelial tissue for Descemet's membrane endothelial keratoplasty: A novel technique","2010","Ophthalmology","117","8","","1517","1520","3","80","10.1016/j.ophtha.2009.12.040","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955473209&doi=10.1016%2fj.ophtha.2009.12.040&partnerID=40&md5=c32a02d2b1c4617b3a46d98be2adc716","Article","Final","","Scopus","2-s2.0-77955473209"
"Busin M.; Arffa R.C.","Busin, Massimo (57205977383); Arffa, Robert C. (6603958650)","57205977383; 6603958650","Microkeratome-assisted mushroom keratoplasty with minimal endothelial replacement","2005","American Journal of Ophthalmology","140","1","","138","140","2","55","10.1016/j.ajo.2004.12.024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-22444444875&doi=10.1016%2fj.ajo.2004.12.024&partnerID=40&md5=f8b11dee806a00b8d8d52753dae1e217","Article","Final","","Scopus","2-s2.0-22444444875"
"Lucisano A.; Ferrise M.; Balestrieri M.; Busin M.; Scorcia V.","Lucisano, Andrea (54923648200); Ferrise, Marco (57195620760); Balestrieri, Marco (57209447910); Busin, Massimo (57205977383); Scorcia, Vincenzo (24554546300)","54923648200; 57195620760; 57209447910; 57205977383; 24554546300","Evaluation of postoperative toric intraocular lens alignment with anterior segment optical coherence tomography","2017","Journal of Cataract and Refractive Surgery","43","8","","1007","1009","2","19","10.1016/j.jcrs.2017.05.025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029331074&doi=10.1016%2fj.jcrs.2017.05.025&partnerID=40&md5=defd54c94642480a52832ffef13a296f","Article","Final","","Scopus","2-s2.0-85029331074"
"Weiss J.S.; Møller H.U.; Aldave A.J.; Seitz B.; Bredrup C.; Kivelä T.; Munier F.L.; Rapuano C.J.; Nischal K.K.; Kim E.K.; Sutphin J.; Busin M.; Labbé A.; Kenyon K.R.; Kinoshita S.; Lisch W.","Weiss, Jayne S. (57208156882); Møller, Hans Ulrik (57211769186); Aldave, Anthony J. (7004642999); Seitz, Berthold (57203053329); Bredrup, Cecilie (6506958670); Kivelä, Tero (57205863721); Munier, Francis L. (7007024528); Rapuano, Christopher J. (7005117622); Nischal, Kanwal K. (35513927200); Kim, Eung Kweon (25652020400); Sutphin, John (6604033523); Busin, Massimo (57205977383); Labbé, Antoine (9040546400); Kenyon, Kenneth R. (7102208346); Kinoshita, Shigeru (7402391671); Lisch, Walter (7004396111)","57208156882; 57211769186; 7004642999; 57203053329; 6506958670; 57205863721; 7007024528; 7005117622; 35513927200; 25652020400; 6604033523; 57205977383; 9040546400; 7102208346; 7402391671; 7004396111","IC3D classification of corneal dystrophies-edition 2","2015","Cornea","34","2","","117","159","42","441","10.1097/ico.0000000000000307","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925829555&doi=10.1097%2fico.0000000000000307&partnerID=40&md5=9ee5bd4c8e7540a689e0fdd22a25a44d","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84925829555"
"Ruzza A.; Parekh M.; Salvalaio G.; Ferrari S.; Camposampiero D.; Amoureux M.-C.; Busin M.; Ponzin D.","Ruzza, Alessandro (8681862500); Parekh, Mohit (54795700400); Salvalaio, Gianni (6503974063); Ferrari, Stefano (57190211074); Camposampiero, Davide (6506973043); Amoureux, Marie-Claude (6603285735); Busin, Massimo (57205977383); Ponzin, Diego (6603422101)","8681862500; 54795700400; 6503974063; 57190211074; 6506973043; 6603285735; 57205977383; 6603422101","Bubble technique for Descemet membrane endothelial keratoplasty tissue preparation in an eye bank: Air or liquid?","2015","Acta Ophthalmologica","93","2","","e129","e134","5","27","10.1111/aos.12520","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923134402&doi=10.1111%2faos.12520&partnerID=40&md5=1a6b9f51eb53a75deeb81ea918debbb5","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-84923134402"
"Busin M.; Mönks T.; Al'Nawaiseh I.","Busin, Massimo (57205977383); Mönks, Thomas (7005090243); Al'Nawaiseh, Ibrahim (36338297900)","57205977383; 7005090243; 36338297900","Different suturing techniques variously affect the regularity of postkeratoplasty astigmatism","1998","Ophthalmology","105","7","","1200","1205","5","40","10.1016/S0161-6420(98)97021-X","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031657579&doi=10.1016%2fS0161-6420%2898%2997021-X&partnerID=40&md5=bf97282b07fee246ffd2e0a887c72a8c","Article","Final","","Scopus","2-s2.0-0031657579"
"Beltz J.; Busin M.","Beltz, Jacqueline (25937133800); Busin, Massimo (57205977383)","25937133800; 57205977383","Descemet stripping automated endothelial keratoplasty in a case with a posteriorly fixated iris-claw intraocular lens","2012","Cornea","31","1","","96","97","1","1","10.1097/ICO.0b013e3182001016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856476033&doi=10.1097%2fICO.0b013e3182001016&partnerID=40&md5=7f870a3a6be51608676e43b25d0bb16b","Article","Final","","Scopus","2-s2.0-84856476033"
"Weiss J.S.; Møller H.U.; Lisch W.; Kinoshita S.; Aldave A.J.; Belin M.W.; Kivelä T.; Busin M.; Munier F.L.; Seitz B.; Sutphin J.; Bredrup C.; Mannis M.J.; Rapuano C.J.; Van Rij G.; Kim E.K.; Klintworth G.K.","Weiss, Jayne S. (57208156882); Møller, H.U. (57211769186); Lisch, Walter (7004396111); Kinoshita, Shigeru (7402391671); Aldave, Anthony J. (7004642999); Belin, Michael W. (7006816631); Kivelä, Tero (57205863721); Busin, Massimo (57205977383); Munier, Francis L. (7007024528); Seitz, Berthold (57203053329); Sutphin, John (6604033523); Bredrup, Cecilie (6506958670); Mannis, Mark J. (7006548130); Rapuano, Christopher J. (7005117622); Van Rij, Gabriel (7005208141); Kim, Eung Kweon (25652020400); Klintworth, Gordon K. (7006444158)","57208156882; 57211769186; 7004396111; 7402391671; 7004642999; 7006816631; 57205863721; 57205977383; 7007024528; 57203053329; 6604033523; 6506958670; 7006548130; 7005117622; 7005208141; 25652020400; 7006444158","The IC3D classification of the corneal dystrophies; [La Clasificación IC3D de las distrofias corneales]","2008","Cornea","27","SUPPL. 2","","S1","S42+S43","","312","10.1097/ICO.0b013e31817780fb","https://www.scopus.com/inward/record.uri?eid=2-s2.0-65349167054&doi=10.1097%2fICO.0b013e31817780fb&partnerID=40&md5=401b421c18ea6467d165fc88b4b3c898","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-65349167054"
"Reichel M.; Busin M.; Koch F.; Sekundo F.","Reichel, M. (57220404771); Busin, M. (57205977383); Koch, F. (59078410000); Sekundo, F. (6505752486)","57220404771; 57205977383; 59078410000; 6505752486","Traumatic wound dehiscence 3 1/2 years after radial keratotomy; [TRAUMATISCHE WUNDDEHISZENZ UND HORNHAUTRUPTUR 3 1/2 JAHRE NACH RADIARER KERATOTOMIE]","1995","Klinische Monatsblatter fur Augenheilkunde","206","4","","266","267","1","8","10.1055/s-2008-1035437","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029026896&doi=10.1055%2fs-2008-1035437&partnerID=40&md5=c31ced499efaf6b9e083ab819ec9f598","Article","Final","","Scopus","2-s2.0-0029026896"
"Parekh M.; Luznik Z.; Ruzza A.; Ferrari S.; Elbadawy H.; Salvalaio G.; Busin M.; Ponzin D","Parekh, Mohit (54795700400); Luznik, Zala (55800299200); Ruzza, Alessandro (8681862500); Ferrari, Stefano (57190211074); Elbadawy, Hossein (55282959100); Salvalaio, Gianni (6503974063); Busin, Massimo (57205977383); Ponzin, Diego (6603422101)","54795700400; 55800299200; 8681862500; 57190211074; 55282959100; 6503974063; 57205977383; 6603422101","Pre-bubbled tissues for descemet membrane endothelial keratoplasty","2015","Eye Banking: Changing Face of Corneal Transplantation","","","","151","156","5","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957036734&partnerID=40&md5=8f740670f3720ba4f5a764a73dcd9d0e","Book chapter","Final","","Scopus","2-s2.0-84957036734"
"Frigo A.C.; Fasolo A.; Capuzzo C.; Fornea M.; Bellucci R.; Busin M.; Marchini G.; Pedrotti E.; Ponzin D.","Frigo, A.C. (7004070590); Fasolo, A. (7006426923); Capuzzo, C. (54419576500); Fornea, M. (15044189600); Bellucci, R. (7006981645); Busin, M. (57205977383); Marchini, G. (7005720033); Pedrotti, E. (6507039652); Ponzin, D. (6603422101)","7004070590; 7006426923; 54419576500; 15044189600; 7006981645; 57205977383; 7005720033; 6507039652; 6603422101","Corneal transplantation activity over 7 years: Changing trends for indications, patient demographics and surgical techniques from the corneal transplant epidemiological study (CORTES)","2015","Transplantation Proceedings","47","2","","528","535","7","70","10.1016/j.transproceed.2014.10.040","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926177133&doi=10.1016%2fj.transproceed.2014.10.040&partnerID=40&md5=d63c553a292f6d2643beacc8cc34a20c","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-84926177133"
"Busin M.; Arffa R.C.; Sebastiani A.","Busin, Massimo (57205977383); Arffa, Robert C (6603958650); Sebastiani, Adolfo (7004882929)","57205977383; 6603958650; 7004882929","Endokeratoplasty as an alternative to penetrating keratoplasty for the surgical treatment of diseased endothelium: Initial results","2000","Ophthalmology","107","11","","2077","2082","5","92","10.1016/S0161-6420(00)00371-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033767340&doi=10.1016%2fS0161-6420%2800%2900371-7&partnerID=40&md5=f9694015a2cda6773f41e5ea3513c44d","Article","Final","","Scopus","2-s2.0-0033767340"
"Nahum Y.; Russo C.; Madi S.; Busin M.","Nahum, Yoav (23493152000); Russo, Cataldo (56282069800); Madi, Silvana (55250459000); Busin, Massimo (57205977383)","23493152000; 56282069800; 55250459000; 57205977383","Interface infection after descemet stripping automated endothelial keratoplasty: Outcomes of therapeutic keratoplasty","2014","Cornea","33","9","","893","898","5","38","10.1097/ICO.0000000000000205","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905980652&doi=10.1097%2fICO.0000000000000205&partnerID=40&md5=d0b294eff257323ddfcf2edc7650a701","Article","Final","","Scopus","2-s2.0-84905980652"
"Busin M.; Santorum P.; Barbara R.","Busin, Massimo (57205977383); Santorum, Paolo (55251110300); Barbara, Ramez (39361083500)","57205977383; 55251110300; 39361083500","Combined tissue excision and corneal tuck for the surgical treatment of extremely advanced pellucid marginal corneal degeneration","2013","Cornea","32","12","","1628","1630","2","6","10.1097/ICO.0b013e3182a64850","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888137183&doi=10.1097%2fICO.0b013e3182a64850&partnerID=40&md5=4f790a5ef44ee522d27ff8d798168903","Conference paper","Final","","Scopus","2-s2.0-84888137183"
"Beltz J.; Madi S.; Santorum P.; Scorcia V.; Busin M.","Beltz, Jacqueline (25937133800); Madi, Silvana (55250459000); Santorum, Paolo (55251110300); Scorcia, Vincenzo (24554546300); Busin, Massimo (57205977383)","25937133800; 55250459000; 55251110300; 24554546300; 57205977383","Descemet stripping automated endothelial keratoplasty for endothelial decompensation in buphthalmos","2013","American Journal of Ophthalmology","156","3","","608","615.e1","","17","10.1016/j.ajo.2013.04.022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84882250475&doi=10.1016%2fj.ajo.2013.04.022&partnerID=40&md5=064ac683b4ae8756d203bd10a3f55bc1","Article","Final","","Scopus","2-s2.0-84882250475"
"Busin M.; Scorcia V.","Busin, Massimo (57205977383); Scorcia, Vincenzo (24554546300)","57205977383; 24554546300","A prospective study comparing endoglide and busin glide insertion techniques in descemet stripping endothelial keratoplasty","2012","American Journal of Ophthalmology","154","2","","416","417","1","4","10.1016/j.ajo.2012.04.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866395111&doi=10.1016%2fj.ajo.2012.04.004&partnerID=40&md5=8ac189311857345d24a994f4b8ac73a9","Letter","Final","","Scopus","2-s2.0-84866395111"
"Gutfreund S.; Leon P.; Graffi S.; Busin M.","Gutfreund, Shay (55636382100); Leon, Pia (56900808700); Graffi, Shmuel (55334445800); Busin, Massimo (57205977383)","55636382100; 56900808700; 55334445800; 57205977383","Deep Anterior Lamellar Keratoplasty After Descemet Stripping Automated Endothelial Keratoplasty","2017","American Journal of Ophthalmology","175","","","129","136","7","7","10.1016/j.ajo.2016.12.012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008608300&doi=10.1016%2fj.ajo.2016.12.012&partnerID=40&md5=742636ea4f915073878b953a883c5c5c","Article","Final","","Scopus","2-s2.0-85008608300"
"Mencucci R.; Favuzza E.; Tartaro R.; Busin M.; Virgili G.","Mencucci, Rita (6602719527); Favuzza, Eleonora (37048682900); Tartaro, Ruggero (56766039400); Busin, Massimo (57205977383); Virgili, Gianni (7006732630)","6602719527; 37048682900; 56766039400; 57205977383; 7006732630","Descemet stripping automated endothelial keratoplasty in Fuchs' corneal endothelial dystrophy: Anterior segment optical coherence tomography and in vivo confocal microscopy analysis","2015","BMC Ophthalmology","15","1","99","","","","12","10.1186/s12886-015-0096-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938692691&doi=10.1186%2fs12886-015-0096-x&partnerID=40&md5=768577645739e14210228c99aeea4efa","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84938692691"
"Amon M.; Busin M.","Amon, Michael (7006064751); Busin, Massimo (57205977383)","7006064751; 57205977383","Loteprednol etabonate ophthalmic suspension 0.5 %: Efficacy and safety for postoperative anti-inflammatory use","2012","International Ophthalmology","32","5","","507","517","10","40","10.1007/s10792-012-9589-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867893227&doi=10.1007%2fs10792-012-9589-2&partnerID=40&md5=19ffea06de8720107aa5664f77afe963","Review","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-84867893227"
"Scorcia V.; Busin M.; Matteoni S.; Scorcia G.B.; Scorcia G.","Scorcia, Vincenzo (24554546300); Busin, Massimo (57205977383); Matteoni, Stefania (24481610700); Scorcia, Giovanni Battista (58344025800); Scorcia, Giovanni (6701643709)","24554546300; 57205977383; 24481610700; 58344025800; 6701643709","Author reply","2010","Ophthalmology","117","3","","639","640","1","0","10.1016/j.ophtha.2009.11.012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77049101531&doi=10.1016%2fj.ophtha.2009.11.012&partnerID=40&md5=2c1ddcf879d4e16dbdcbd4ae992df38c","Letter","Final","","Scopus","2-s2.0-77049101531"
